12M0005,6564811.124,538559.291,47.006,
12M0006,6564807.172,538557.510,47.163,
12M0007,6564809.614,538553.887,46.356,TRP
12M0008,6564809.566,538553.863,46.560,TRP
12M0009,6564808.920,538554.106,46.934,TRP
12M0010,6564808.881,538553.988,46.977,TRP
12M0011,6564810.173,538553.459,46.918,TRP
12M0012,6564810.026,538552.865,47.071,LP
12M0013,6564810.437,538552.756,47.010,AV
12M0014,6564810.082,538552.136,47.009,AV
12M0015,6564809.802,538549.630,46.983,VPOST
12M0016,6564808.513,538546.998,47.001,VPOST
12M0017,6564808.098,538546.179,47.034,VPOST
